6/13/2000 4:00,200006130400,08.53,001,,010,09.29,001,,010,,010,,010,,010,,010,988.00,001,,010,225.90,001,05.88,001,,,,,,,,,,,,,,,,,,
6/13/2000 4:30,200006130430,29.90,001,,010,09.33,001,,010,,010,,010,,010,,010,988.00,001,,010,224.65,001,05.64,001,,,,,,,,,,,,,,,,,,
6/13/2000 5:00,200006130500,70.78,001,,010,09.23,001,,010,,010,,010,,010,,010,988.50,001,,010,225.25,001,05.77,001,,,,,,,,,,,,,,,,,,
6/13/2000 5:30,200006130530,134.75,001,,010,09.31,001,,010,,010,,010,,010,,010,989.00,001,,010,230.95,001,05.92,001,,,,,,,,,,,,,,,,,,
6/13/2000 6:00,200006130600,206.30,001,,010,09.39,001,,010,,010,,010,,010,,010,989.00,001,,010,228.15,001,05.50,001,,,,,,,,,,,,,,,,,,
6/13/2000 6:30,200006130630,275.15,001,,010,09.42,001,,010,,010,,010,,010,,010,990.00,001,,010,227.85,001,06.04,001,,,,,,,,,,,,,,,,,,
6/13/2000 7:00,200006130700,364.45,001,,010,09.56,001,,010,,010,,010,,010,,010,990.00,001,,010,226.50,001,06.42,001,,,,,,,,,,,,,,,,,,
6/13/2000 7:30,200006130730,429.20,001,,010,09.68,001,,010,,010,,010,,010,,010,990.00,001,,010,226.30,001,07.08,001,,,,,,,,,,,,,,,,,,
6/13/2000 8:00,200006130800,538.80,001,,010,10.00,001,,010,,010,,010,,010,,010,990.50,001,,010,231.00,001,06.91,001,,,,,,,,,,,,,,,,,,
6/13/2000 8:30,200006130830,482.95,001,,010,10.06,001,,010,,010,,010,,010,,010,991.00,001,,010,228.45,001,06.28,001,,,,,,,,,,,,,,,,,,
6/13/2000 9:00,200006130900,450.55,001,,010,10.02,001,,010,,010,,010,,010,,010,991.50,001,,010,229.45,001,05.55,001,,,,,,,,,,,,,,,,,,
6/13/2000 9:30,200006130930,505.95,001,,010,10.17,001,,010,,010,,010,,010,,010,992.00,001,,010,232.65,001,05.31,001,,,,,,,,,,,,,,,,,,
6/13/2000 10:00,200006131000,674.25,001,,010,10.70,001,,010,,010,,010,,010,,010,992.50,001,,010,238.30,001,05.87,001,,,,,,,,,,,,,,,,,,
6/13/2000 10:30,200006131030,723.30,001,,010,11.09,001,,010,,010,,010,,010,,010,993.00,001,,010,237.25,001,05.91,001,,,,,,,,,,,,,,,,,,
6/13/2000 11:00,200006131100,554.30,001,,010,11.07,001,,010,,010,,010,,010,,010,993.00,001,,010,238.15,001,05.36,001,,,,,,,,,,,,,,,,,,
6/13/2000 11:30,200006131130,520.55,001,,010,10.96,001,,010,,010,,010,,010,,010,994.00,001,,010,236.35,001,05.51,001,,,,,,,,,,,,,,,,,,
6/13/2000 12:00,200006131200,564.85,001,,010,11.22,001,,010,,010,,010,,010,,010,994.00,001,,010,240.50,001,05.68,001,,,,,,,,,,,,,,,,,,
6/13/2000 12:30,200006131230,855.00,001,,010,11.73,001,,010,,010,,010,,010,,010,994.00,001,,010,238.90,001,06.21,001,,,,,,,,,,,,,,,,,,
6/13/2000 13:00,200006131300,746.50,001,,010,11.44,001,,010,,010,,010,,010,,010,994.00,001,,010,238.85,001,06.23,001,,,,,,,,,,,,,,,,,,
6/13/2000 13:30,200006131330,791.50,001,,010,11.95,001,,010,,010,,010,,010,,010,995.00,001,,010,239.40,001,05.78,001,,,,,,,,,,,,,,,,,,
6/13/2000 14:00,200006131400,763.85,001,,010,11.80,001,,010,,010,,010,,010,,010,995.00,001,,010,238.65,001,05.96,001,,,,,,,,,,,,,,,,,,
6/13/2000 14:30,200006131430,765.00,001,,010,11.89,001,,010,,010,,010,,010,,010,995.00,001,,010,239.15,001,05.41,001,,,,,,,,,,,,,,,,,,
6/13/2000 15:00,200006131500,685.50,001,,010,11.94,001,,010,,010,,010,,010,,010,995.00,001,,010,240.20,001,05.80,001,,,,,,,,,,,,,,,,,,
6/13/2000 15:30,200006131530,631.80,001,,010,11.95,001,,010,,010,,010,,010,,010,995.00,001,,010,242.20,001,05.00,001,,,,,,,,,,,,,,,,,,
6/13/2000 16:00,200006131600,611.15,001,,010,12.33,001,,010,,010,,010,,010,,010,996.00,001,,010,241.95,001,04.61,001,,,,,,,,,,,,,,,,,,
6/13/2000 16:30,200006131630,551.50,001,,010,12.59,001,,010,,010,,010,,010,,010,996.00,001,,010,236.55,001,04.33,001,,,,,,,,,,,,,,,,,,
6/13/2000 17:00,200006131700,477.35,001,,010,12.42,001,,010,,010,,010,,010,,010,997.00,001,,010,246.10,001,04.02,001,,,,,,,,,,,,,,,,,,
6/13/2000 17:30,200006131730,388.45,001,,010,12.10,001,,010,,010,,010,,010,,010,997.00,001,,010,251.00,001,03.51,001,,,,,,,,,,,,,,,,,,
6/13/2000 18:00,200006131800,324.75,001,,010,11.78,001,,010,,010,,010,,010,,010,997.00,001,,010,240.70,001,04.16,001,,,,,,,,,,,,,,,,,,
6/13/2000 18:30,200006131830,267.70,001,,010,11.73,001,,010,,010,,010,,010,,010,997.00,001,,010,239.95,001,03.33,001,,,,,,,,,,,,,,,,,,
6/13/2000 19:00,200006131900,186.30,001,,010,11.47,001,,010,,010,,010,,010,,010,997.00,001,,010,242.65,001,03.10,001,,,,,,,,,,,,,,,,,,
6/13/2000 19:30,200006131930,124.85,001,,010,11.05,001,,010,,010,,010,,010,,010,997.00,001,,010,235.90,001,03.59,001,,,,,,,,,,,,,,,,,,
6/13/2000 20:00,200006132000,71.30,001,,010,10.48,001,,010,,010,,010,,010,,010,997.00,001,,010,232.75,001,03.00,001,,,,,,,,,,,,,,,,,,
6/13/2000 20:30,200006132030,24.55,001,,010,09.60,001,,010,,010,,010,,010,,010,998.00,001,,010,243.40,001,01.86,001,,,,,,,,,,,,,,,,,,
6/13/2000 21:00,200006132100,00.02,003,,010,08.70,001,,010,,010,,010,,010,,010,998.00,001,,010,239.05,001,01.71,001,,,,,,,,,,,,,,,,,,
6/13/2000 21:30,200006132130,00.02,003,,010,08.45,001,,010,,010,,010,,010,,010,998.00,001,,010,237.25,001,02.23,001,,,,,,,,,,,,,,,,,,
6/13/2000 22:00,200006132200,00.02,003,,010,08.46,001,,010,,010,,010,,010,,010,998.00,001,,010,229.40,001,02.53,001,,,,,,,,,,,,,,,,,,
6/13/2000 22:30,200006132230,00.02,003,,010,08.15,001,,010,,010,,010,,010,,010,998.00,001,,010,231.75,001,02.11,001,,,,,,,,,,,,,,,,,,
6/13/2000 23:00,200006132300,00.02,003,,010,07.76,001,,010,,010,,010,,010,,010,998.00,001,,010,218.70,001,02.01,001,,,,,,,,,,,,,,,,,,
6/13/2000 23:30,200006132330,00.02,003,,010,06.83,001,,010,,010,,010,,010,,010,998.00,001,,010,186.60,001,01.06,001,,,,,,,,,,,,,,,,,,
6/14/2000 0:00,200006140000,00.02,003,,010,05.72,001,,010,,010,,010,,010,,010,998.00,001,,010,213.00,001,00.81,001,,,,,,,,,,,,,,,,,,
6/14/2000 0:30,200006140030,00.02,003,,010,05.63,001,,010,,010,,010,,010,,010,998.00,001,,010,232.80,001,00.75,001,,,,,,,,,,,,,,,,,,
6/14/2000 1:00,200006140100,00.02,003,,010,05.86,001,,010,,010,,010,,010,,010,998.00,001,,010,153.60,001,00.35,001,,,,,,,,,,,,,,,,,,
6/14/2000 1:30,200006140130,00.02,003,,010,05.78,001,,010,,010,,010,,010,,010,997.50,001,,010,201.55,001,01.12,001,,,,,,,,,,,,,,,,,,
6/14/2000 2:00,200006140200,00.02,003,,010,05.66,001,,010,,010,,010,,010,,010,997.00,001,,010,209.30,001,01.54,001,,,,,,,,,,,,,,,,,,
6/14/2000 2:30,200006140230,00.02,003,,010,05.93,001,,010,,010,,010,,010,,010,997.00,001,,010,206.10,001,01.34,001,,,,,,,,,,,,,,,,,,
6/14/2000 3:00,200006140300,00.02,003,,010,05.97,001,,010,,010,,010,,010,,010,997.00,001,,010,227.25,001,00.63,001,,,,,,,,,,,,,,,,,,
6/14/2000 3:30,200006140330,00.02,003,,010,05.95,001,,010,,010,,010,,010,,010,997.00,001,,010,249.50,001,00.41,001,,,,,,,,,,,,,,,,,,
6/14/2000 4:00,200006140400,04.04,001,,010,06.44,001,,010,,010,,010,,010,,010,997.00,001,,010,193.90,001,00.81,001,,,,,,,,,,,,,,,,,,
6/14/2000 4:30,200006140430,15.17,001,,010,05.58,001,,010,,010,,010,,010,,010,997.00,001,,010,201.00,001,00.56,001,,,,,,,,,,,,,,,,,,
6/14/2000 5:00,200006140500,33.81,001,,010,05.98,001,,010,,010,,010,,010,,010,997.00,001,,010,274.95,001,00.38,001,,,,,,,,,,,,,,,,,,
6/14/2000 5:30,200006140530,50.64,001,,010,06.60,001,,010,,010,,010,,010,,010,997.00,001,,010,216.85,001,00.94,001,,,,,,,,,,,,,,,,,,
6/14/2000 6:00,200006140600,81.50,001,,010,07.20,001,,010,,010,,010,,010,,010,997.00,001,,010,199.50,001,01.66,001,,,,,,,,,,,,,,,,,,
6/14/2000 6:30,200006140630,97.00,001,,010,07.66,001,,010,,010,,010,,010,,010,997.00,001,,010,198.95,001,02.20,001,,,,,,,,,,,,,,,,,,
6/14/2000 7:00,200006140700,115.20,001,,010,08.07,001,,010,,010,,010,,010,,010,997.00,001,,010,195.35,001,02.07,001,,,,,,,,,,,,,,,,,,
6/14/2000 7:30,200006140730,171.75,001,,010,08.79,001,,010,,010,,010,,010,,010,997.00,001,,010,198.75,001,01.98,001,,,,,,,,,,,,,,,,,,
6/14/2000 8:00,200006140800,243.00,001,,010,09.52,001,,010,,010,,010,,010,,010,997.00,001,,010,209.20,001,02.17,001,,,,,,,,,,,,,,,,,,
6/14/2000 8:30,200006140830,362.20,001,,010,10.62,001,,010,,010,,010,,010,,010,997.00,001,,010,227.85,001,01.88,001,,,,,,,,,,,,,,,,,,
6/14/2000 9:00,200006140900,334.20,001,,010,10.89,001,,010,,010,,010,,010,,010,997.00,001,,010,238.85,001,01.68,001,,,,,,,,,,,,,,,,,,
6/14/2000 9:30,200006140930,320.75,001,,010,11.03,001,,010,,010,,010,,010,,010,997.00,001,,010,242.60,001,01.68,001,,,,,,,,,,,,,,,,,,
6/14/2000 10:00,200006141000,593.75,001,,010,12.29,001,,010,,010,,010,,010,,010,996.00,001,,010,258.85,001,01.81,001,,,,,,,,,,,,,,,,,,
6/14/2000 10:30,200006141030,514.50,001,,010,12.19,001,,010,,010,,010,,010,,010,996.00,001,,010,272.75,001,01.81,001,,,,,,,,,,,,,,,,,,
6/14/2000 11:00,200006141100,327.00,001,,010,12.37,001,,010,,010,,010,,010,,010,996.00,001,,010,266.65,001,01.46,001,,,,,,,,,,,,,,,,,,
6/14/2000 11:30,200006141130,521.25,001,,010,12.73,001,,010,,010,,010,,010,,010,996.50,001,,010,256.40,001,01.90,001,,,,,,,,,,,,,,,,,,
6/14/2000 12:00,200006141200,761.40,001,,010,14.19,001,,010,,010,,010,,010,,010,997.00,001,,010,237.15,001,02.45,001,,,,,,,,,,,,,,,,,,
6/14/2000 12:30,200006141230,415.40,001,,010,13.28,001,,010,,010,,010,,010,,010,997.00,001,,010,245.15,001,02.23,001,,,,,,,,,,,,,,,,,,
6/14/2000 13:00,200006141300,535.85,001,,010,13.06,001,,010,,010,,010,,010,,010,997.00,001,,010,273.35,001,02.54,001,,,,,,,,,,,,,,,,,,
6/14/2000 13:30,200006141330,425.80,001,,010,12.05,001,,010,,010,,010,,010,,010,997.00,001,,010,278.65,001,02.62,001,,,,,,,,,,,,,,,,,,
6/14/2000 14:00,200006141400,731.15,001,,010,12.92,001,,010,,010,,010,,010,,010,997.00,001,,010,283.75,001,02.70,001,,,,,,,,,,,,,,,,,,
6/14/2000 14:30,200006141430,638.45,001,,010,13.40,001,,010,,010,,010,,010,,010,997.00,001,,010,269.15,001,02.27,001,,,,,,,,,,,,,,,,,,
6/14/2000 15:00,200006141500,631.90,001,,010,13.42,001,,010,,010,,010,,010,,010,997.00,001,,010,279.55,001,02.75,001,,,,,,,,,,,,,,,,,,
6/14/2000 15:30,200006141530,448.75,001,,010,13.17,001,,010,,010,,010,,010,,010,997.00,001,,010,277.30,001,02.66,001,,,,,,,,,,,,,,,,,,
6/14/2000 16:00,200006141600,521.60,001,,010,13.54,001,,010,,010,,010,,010,,010,997.00,001,,010,262.35,001,02.43,001,,,,,,,,,,,,,,,,,,
6/14/2000 16:30,200006141630,508.50,001,,010,13.67,001,,010,,010,,010,,010,,010,997.00,001,,010,267.65,001,02.51,001,,,,,,,,,,,,,,,,,,
6/14/2000 17:00,200006141700,461.05,001,,010,13.72,001,,010,,010,,010,,010,,010,997.00,001,,010,269.75,001,02.25,001,,,,,,,,,,,,,,,,,,
6/14/2000 17:30,200006141730,352.55,001,,010,13.26,001,,010,,010,,010,,010,,010,997.00,001,,010,273.05,001,02.38,001,,,,,,,,,,,,,,,,,,
6/14/2000 18:00,200006141800,260.30,001,,010,12.91,001,,010,,010,,010,,010,,010,997.50,001,,010,273.15,001,02.12,001,,,,,,,,,,,,,,,,,,
6/14/2000 18:30,200006141830,139.05,001,,010,12.25,001,,010,,010,,010,,010,,010,998.00,001,,010,274.60,001,02.09,001,,,,,,,,,,,,,,,,,,
6/14/2000 19:00,200006141900,142.55,001,,010,12.17,001,,010,,010,,010,,010,,010,998.00,001,,010,274.30,001,01.91,001,,,,,,,,,,,,,,,,,,
6/14/2000 19:30,200006141930,144.90,001,,010,12.24,001,,010,,010,,010,,010,,010,998.00,001,,010,291.15,001,01.94,001,,,,,,,,,,,,,,,,,,
6/14/2000 20:00,200006142000,78.49,001,,010,11.61,001,,010,,010,,010,,010,,010,998.00,001,,010,267.05,001,00.92,001,,,,,,,,,,,,,,,,,,
6/14/2000 20:30,200006142030,21.91,001,,010,10.73,001,,010,,010,,010,,010,,010,998.00,001,,010,264.65,001,00.89,001,,,,,,,,,,,,,,,,,,
6/14/2000 21:00,200006142100,00.02,003,,010,09.99,001,,010,,010,,010,,010,,010,998.00,001,,010,243.90,001,01.19,001,,,,,,,,,,,,,,,,,,
6/14/2000 21:30,200006142130,00.02,003,,010,09.11,001,,010,,010,,010,,010,,010,999.00,001,,010,245.65,001,01.52,001,,,,,,,,,,,,,,,,,,
6/14/2000 22:00,200006142200,00.02,003,,010,08.79,001,,010,,010,,010,,010,,010,999.00,001,,010,240.85,001,02.11,001,,,,,,,,,,,,,,,,,,
6/14/2000 22:30,200006142230,00.02,003,,010,07.95,001,,010,,010,,010,,010,,010,999.00,001,,010,258.15,001,01.41,001,,,,,,,,,,,,,,,,,,
6/14/2000 23:00,200006142300,00.02,003,,010,07.31,001,,010,,010,,010,,010,,010,999.00,001,,010,261.40,001,01.35,001,,,,,,,,,,,,,,,,,,
6/14/2000 23:30,200006142330,00.02,003,,010,07.05,001,,010,,010,,010,,010,,010,999.00,001,,010,253.15,001,01.77,001,,,,,,,,,,,,,,,,,,
6/15/2000 0:00,200006150000,00.02,003,,010,06.89,001,,010,,010,,010,,010,,010,999.00,001,,010,248.70,001,02.20,001,,,,,,,,,,,,,,,,,,
6/15/2000 0:30,200006150030,00.02,003,,010,06.73,001,,010,,010,,010,,010,,010,999.00,001,,010,254.10,001,02.28,001,,,,,,,,,,,,,,,,,,
6/15/2000 1:00,200006150100,00.02,003,,010,06.33,001,,010,,010,,010,,010,,010,999.00,001,,010,263.60,001,01.79,001,,,,,,,,,,,,,,,,,,
6/15/2000 1:30,200006150130,00.02,003,,010,05.70,001,,010,,010,,010,,010,,010,1000.00,001,,010,262.80,001,01.34,001,,,,,,,,,,,,,,,,,,
6/15/2000 2:00,200006150200,00.02,003,,010,05.51,001,,010,,010,,010,,010,,010,1000.00,001,,010,241.45,001,01.31,001,,,,,,,,,,,,,,,,,,
6/15/2000 2:30,200006150230,00.02,003,,010,05.48,001,,010,,010,,010,,010,,010,1000.00,001,,010,250.70,001,01.39,001,,,,,,,,,,,,,,,,,,
6/15/2000 3:00,200006150300,00.02,003,,010,05.31,001,,010,,010,,010,,010,,010,1000.00,001,,010,259.30,001,01.26,001,,,,,,,,,,,,,,,,,,
6/15/2000 3:30,200006150330,00.02,003,,010,05.58,001,,010,,010,,010,,010,,010,1000.00,001,,010,265.30,001,01.72,001,,,,,,,,,,,,,,,,,,
6/15/2000 4:00,200006150400,07.60,001,,010,05.50,001,,010,,010,,010,,010,,010,1000.00,001,,010,268.70,001,01.84,001,,,,,,,,,,,,,,,,,,
6/15/2000 4:30,200006150430,25.47,001,,010,05.59,001,,010,,010,,010,,010,,010,1000.00,001,,010,263.20,001,01.69,001,,,,,,,,,,,,,,,,,,
6/15/2000 5:00,200006150500,43.89,001,,010,05.98,001,,010,,010,,010,,010,,010,1000.50,001,,010,267.65,001,01.52,001,,,,,,,,,,,,,,,,,,
6/15/2000 5:30,200006150530,145.85,001,,010,06.70,001,,010,,010,,010,,010,,010,1001.00,001,,010,269.95,001,01.42,001,,,,,,,,,,,,,,,,,,
6/15/2000 6:00,200006150600,212.95,001,,010,07.53,001,,010,,010,,010,,010,,010,1001.00,001,,010,267.15,001,01.58,001,,,,,,,,,,,,,,,,,,
6/15/2000 6:30,200006150630,286.40,001,,010,07.96,001,,010,,010,,010,,010,,010,1001.00,001,,010,276.30,001,02.00,001,,,,,,,,,,,,,,,,,,
6/15/2000 7:00,200006150700,360.65,001,,010,08.44,001,,010,,010,,010,,010,,010,1001.00,001,,010,282.85,001,02.10,001,,,,,,,,,,,,,,,,,,
6/15/2000 7:30,200006150730,433.15,001,,010,09.09,001,,010,,010,,010,,010,,010,1002.00,001,,010,280.90,001,01.89,001,,,,,,,,,,,,,,,,,,
6/15/2000 8:00,200006150800,530.25,001,,010,09.75,001,,010,,010,,010,,010,,010,1002.00,001,,010,275.60,001,01.88,001,,,,,,,,,,,,,,,,,,
6/15/2000 8:30,200006150830,452.15,001,,010,09.88,001,,010,,010,,010,,010,,010,1002.00,001,,010,266.20,001,01.98,001,,,,,,,,,,,,,,,,,,
6/15/2000 9:00,200006150900,562.45,001,,010,10.16,001,,010,,010,,010,,010,,010,1002.00,001,,010,285.05,001,02.44,001,,,,,,,,,,,,,,,,,,
6/15/2000 9:30,200006150930,648.95,001,,010,10.42,001,,010,,010,,010,,010,,010,1002.00,001,,010,290.35,001,02.75,001,,,,,,,,,,,,,,,,,,
6/15/2000 10:00,200006151000,439.70,001,,010,10.23,001,,010,,010,,010,,010,,010,1002.00,001,,010,290.90,001,02.13,001,,,,,,,,,,,,,,,,,,
6/15/2000 10:30,200006151030,548.80,001,,010,10.66,001,,010,,010,,010,,010,,010,1002.50,001,,010,291.55,001,02.25,001,,,,,,,,,,,,,,,,,,
6/15/2000 11:00,200006151100,787.50,001,,010,11.51,001,,010,,010,,010,,010,,010,1003.00,001,,010,285.55,001,02.39,001,,,,,,,,,,,,,,,,,,
6/15/2000 11:30,200006151130,773.50,001,,010,11.62,001,,010,,010,,010,,010,,010,1003.00,001,,010,291.70,001,02.74,001,,,,,,,,,,,,,,,,,,
6/15/2000 12:00,200006151200,822.00,001,,010,12.53,001,,010,,010,,010,,010,,010,1003.00,001,,010,279.10,001,01.80,001,,,,,,,,,,,,,,,,,,
6/15/2000 12:30,200006151230,512.40,001,,010,12.07,001,,010,,010,,010,,010,,010,1003.00,001,,010,293.70,001,02.57,001,,,,,,,,,,,,,,,,,,
6/15/2000 13:00,200006151300,709.90,001,,010,12.74,001,,010,,010,,010,,010,,010,1003.00,001,,010,265.25,001,01.97,001,,,,,,,,,,,,,,,,,,
6/15/2000 13:30,200006151330,432.20,001,,010,12.14,001,,010,,010,,010,,010,,010,1003.00,001,,010,301.40,001,02.37,001,,,,,,,,,,,,,,,,,,
6/15/2000 14:00,200006151400,425.80,001,,010,12.44,001,,010,,010,,010,,010,,010,1003.00,001,,010,295.35,001,02.37,001,,,,,,,,,,,,,,,,,,
6/15/2000 14:30,200006151430,642.05,001,,010,13.24,001,,010,,010,,010,,010,,010,1003.00,001,,010,282.25,001,02.22,001,,,,,,,,,,,,,,,,,,
6/15/2000 15:00,200006151500,370.10,001,,010,13.14,001,,010,,010,,010,,010,,010,1003.00,001,,010,273.45,001,01.81,001,,,,,,,,,,,,,,,,,,
6/15/2000 15:30,200006151530,536.95,001,,010,13.66,001,,010,,010,,010,,010,,010,1003.00,001,,010,272.95,001,01.75,001,,,,,,,,,,,,,,,,,,
6/15/2000 16:00,200006151600,369.30,001,,010,13.03,001,,010,,010,,010,,010,,010,1003.00,001,,010,302.20,001,02.04,001,,,,,,,,,,,,,,,,,,
6/15/2000 16:30,200006151630,467.40,001,,010,13.55,001,,010,,010,,010,,010,,010,1003.00,001,,010,299.00,001,02.03,001,,,,,,,,,,,,,,,,,,
6/15/2000 17:00,200006151700,431.85,001,,010,13.88,001,,010,,010,,010,,010,,010,1003.00,001,,010,281.60,001,01.61,001,,,,,,,,,,,,,,,,,,
6/15/2000 17:30,200006151730,254.45,001,,010,13.38,001,,010,,010,,010,,010,,010,1003.00,001,,010,281.05,001,01.48,001,,,,,,,,,,,,,,,,,,
6/15/2000 18:00,200006151800,283.25,001,,010,13.52,001,,010,,010,,010,,010,,010,1003.00,001,,010,270.05,001,01.28,001,,,,,,,,,,,,,,,,,,
6/15/2000 18:30,200006151830,257.45,001,,010,13.77,001,,010,,010,,010,,010,,010,1003.00,001,,010,266.80,001,01.50,001,,,,,,,,,,,,,,,,,,
6/15/2000 19:00,200006151900,185.95,001,,010,13.54,001,,010,,010,,010,,010,,010,1003.00,001,,010,264.70,001,01.09,001,,,,,,,,,,,,,,,,,,
6/15/2000 19:30,200006151930,118.30,001,,010,12.99,001,,010,,010,,010,,010,,010,1003.00,001,,010,270.15,001,00.74,001,,,,,,,,,,,,,,,,,,
6/15/2000 20:00,200006152000,58.88,001,,010,11.66,001,,010,,010,,010,,010,,010,1004.00,001,,010,266.15,001,00.71,001,,,,,,,,,,,,,,,,,,
6/15/2000 20:30,200006152030,22.56,001,,010,10.10,001,,010,,010,,010,,010,,010,1004.00,001,,010,263.05,001,00.93,001,,,,,,,,,,,,,,,,,,
6/15/2000 21:00,200006152100,00.02,003,,010,09.28,001,,010,,010,,010,,010,,010,1004.00,001,,010,268.70,001,00.65,001,,,,,,,,,,,,,,,,,,
6/15/2000 21:30,200006152130,00.02,003,,010,08.60,001,,010,,010,,010,,010,,010,1004.00,001,,010,201.35,001,00.58,001,,,,,,,,,,,,,,,,,,
6/15/2000 22:00,200006152200,00.02,003,,010,08.30,001,,010,,010,,010,,010,,010,1005.00,001,,010,164.05,001,00.78,001,,,,,,,,,,,,,,,,,,
6/15/2000 22:30,200006152230,00.02,003,,010,07.95,001,,010,,010,,010,,010,,010,1005.00,001,,010,245.35,001,00.81,001,,,,,,,,,,,,,,,,,,
6/15/2000 23:00,200006152300,00.02,003,,010,06.95,001,,010,,010,,010,,010,,010,1005.00,001,,010,199.20,001,00.76,001,,,,,,,,,,,,,,,,,,
6/15/2000 23:30,200006152330,00.02,003,,010,07.32,001,,010,,010,,010,,010,,010,1005.00,001,,010,208.30,001,00.73,001,,,,,,,,,,,,,,,,,,
6/16/2000 0:00,200006160000,00.02,003,,010,07.44,001,,010,,010,,010,,010,,010,1005.00,001,,010,165.45,001,00.75,001,,,,,,,,,,,,,,,,,,
6/16/2000 0:30,200006160030,00.02,003,,010,07.14,001,,010,,010,,010,,010,,010,1005.00,001,,010,151.27,001,00.35,001,,,,,,,,,,,,,,,,,,
6/16/2000 1:00,200006160100,00.02,003,,010,06.91,001,,010,,010,,010,,010,,010,1005.00,001,,010,235.55,001,00.49,001,,,,,,,,,,,,,,,,,,
6/16/2000 1:30,200006160130,00.02,003,,010,07.55,001,,010,,010,,010,,010,,010,1005.00,001,,010,349.85,001,00.76,001,,,,,,,,,,,,,,,,,,
6/16/2000 2:00,200006160200,00.02,003,,010,07.20,001,,010,,010,,010,,010,,010,1005.00,001,,010,354.75,001,00.53,001,,,,,,,,,,,,,,,,,,
6/16/2000 2:30,200006160230,00.02,003,,010,06.44,001,,010,,010,,010,,010,,010,1005.00,001,,010,309.55,001,00.60,001,,,,,,,,,,,,,,,,,,
6/16/2000 3:00,200006160300,00.02,003,,010,06.43,001,,010,,010,,010,,010,,010,1005.00,001,,010,275.55,001,00.43,001,,,,,,,,,,,,,,,,,,
6/16/2000 3:30,200006160330,00.02,003,,010,07.28,001,,010,,010,,010,,010,,010,1005.00,001,,010,178.82,001,00.79,001,,,,,,,,,,,,,,,,,,
6/16/2000 4:00,200006160400,09.07,001,,010,07.43,001,,010,,010,,010,,010,,010,1005.00,001,,010,10.34,001,00.40,001,,,,,,,,,,,,,,,,,,
6/16/2000 4:30,200006160430,17.89,001,,010,07.29,001,,010,,010,,010,,010,,010,1005.00,001,,010,03.51,001,00.48,001,,,,,,,,,,,,,,,,,,
6/16/2000 5:00,200006160500,34.53,001,,010,07.33,001,,010,,010,,010,,010,,010,1005.00,001,,010,187.97,001,00.49,001,,,,,,,,,,,,,,,,,,
6/16/2000 5:30,200006160530,64.29,001,,010,07.49,001,,010,,010,,010,,010,,010,1005.00,001,,010,23.50,001,00.42,001,,,,,,,,,,,,,,,,,,
6/16/2000 6:00,200006160600,79.90,001,,010,07.61,001,,010,,010,,010,,010,,010,1005.00,001,,010,18.55,001,00.60,001,,,,,,,,,,,,,,,,,,
6/16/2000 6:30,200006160630,118.75,001,,010,07.93,001,,010,,010,,010,,010,,010,1005.00,001,,010,33.95,001,00.62,001,,,,,,,,,,,,,,,,,,
6/16/2000 7:00,200006160700,132.35,001,,010,08.26,001,,010,,010,,010,,010,,010,1005.00,001,,010,33.73,001,00.64,001,,,,,,,,,,,,,,,,,,
6/16/2000 7:30,200006160730,196.90,001,,010,08.49,001,,010,,010,,010,,010,,010,1006.00,001,,010,179.17,001,00.84,001,,,,,,,,,,,,,,,,,,
6/16/2000 8:00,200006160800,331.40,001,,010,09.12,001,,010,,010,,010,,010,,010,1006.00,001,,010,23.32,001,00.72,001,,,,,,,,,,,,,,,,,,
6/16/2000 8:30,200006160830,525.35,001,,010,10.07,001,,010,,010,,010,,010,,010,1006.00,001,,010,351.10,001,01.32,001,,,,,,,,,,,,,,,,,,
6/16/2000 9:00,200006160900,607.55,001,,010,10.94,001,,010,,010,,010,,010,,010,1006.00,001,,010,172.99,001,01.19,001,,,,,,,,,,,,,,,,,,
6/16/2000 9:30,200006160930,668.75,001,,010,12.06,001,,010,,010,,010,,010,,010,1006.00,001,,010,20.90,001,00.94,001,,,,,,,,,,,,,,,,,,
6/16/2000 10:00,200006161000,684.50,001,,010,12.57,001,,010,,010,,010,,010,,010,1005.00,001,,010,30.93,001,01.16,001,,,,,,,,,,,,,,,,,,
6/16/2000 10:30,200006161030,638.25,001,,010,12.63,001,,010,,010,,010,,010,,010,1005.00,001,,010,22.66,001,01.27,001,,,,,,,,,,,,,,,,,,
6/16/2000 11:00,200006161100,770.50,001,,010,13.17,001,,010,,010,,010,,010,,010,1005.50,001,,010,178.54,001,01.46,001,,,,,,,,,,,,,,,,,,
6/16/2000 11:30,200006161130,794.50,001,,010,13.24,001,,010,,010,,010,,010,,010,1005.50,001,,010,355.20,001,01.74,001,,,,,,,,,,,,,,,,,,
6/16/2000 12:00,200006161200,801.00,001,,010,13.41,001,,010,,010,,010,,010,,010,1005.00,001,,010,357.35,001,01.86,001,,,,,,,,,,,,,,,,,,
6/16/2000 12:30,200006161230,824.00,001,,010,13.72,001,,010,,010,,010,,010,,010,1005.00,001,,010,354.55,001,02.16,001,,,,,,,,,,,,,,,,,,
6/16/2000 13:00,200006161300,754.00,001,,010,14.09,001,,010,,010,,010,,010,,010,1005.00,001,,010,356.20,001,01.91,001,,,,,,,,,,,,,,,,,,
