1/2/2012 6:00,201201020600,00.02,003,01.91,001,01.38,001,01.82,001,86.15,001,80.16,001,00.00,001,00.00,001,969.00,001,968.10,001,216.88,001,03.86,001,,,,,,,,,,,,,,,,,,
1/2/2012 6:30,201201020630,00.02,003,01.95,001,01.43,001,01.85,001,85.85,001,80.06,001,00.00,001,00.00,001,969.00,001,968.47,001,220.38,001,04.01,001,,,,,,,,,,,,,,,,,,
1/2/2012 7:00,201201020700,00.02,003,02.17,001,01.64,001,02.07,001,84.15,001,78.39,001,,010,00.01,001,970.00,001,968.87,001,220.49,001,03.74,001,,,,,,,,,,,,,,,,,,
1/2/2012 7:30,201201020730,00.02,003,02.09,001,01.56,001,01.98,001,84.20,001,78.35,001,00.00,001,00.00,001,970.00,001,969.04,001,222.38,001,03.55,001,,,,,,,,,,,,,,,,,,
1/2/2012 8:00,201201020800,00.02,003,01.97,001,01.43,001,01.90,001,84.95,001,78.92,001,00.00,001,00.00,001,970.00,001,969.33,001,219.98,001,03.86,001,,,,,,,,,,,,,,,,,,
1/2/2012 8:30,201201020830,00.02,003,02.05,001,01.51,001,01.96,001,85.25,001,79.31,001,,010,00.03,001,970.50,001,969.73,001,217.64,001,04.19,001,,,,,,,,,,,,,,,,,,
1/2/2012 9:00,201201020900,05.14,001,02.06,001,01.53,001,01.95,001,84.20,001,78.38,001,00.00,001,00.00,001,971.00,001,970.02,001,215.55,001,03.76,001,,,,,,,,,,,,,,,,,,
1/2/2012 9:30,201201020930,16.13,001,02.16,001,01.65,001,02.06,001,84.15,001,78.26,001,00.00,001,00.00,001,971.00,001,970.20,001,217.04,001,04.26,001,,,,,,,,,,,,,,,,,,
1/2/2012 10:00,201201021000,35.30,001,02.17,001,01.65,001,02.03,001,83.25,001,77.49,001,00.00,001,00.00,001,971.00,001,970.59,001,222.40,001,03.77,001,,,,,,,,,,,,,,,,,,
1/2/2012 10:30,201201021030,57.14,001,02.42,001,01.92,001,02.29,001,80.60,001,75.08,001,00.00,001,00.00,001,972.00,001,970.99,001,215.36,001,04.59,001,,,,,,,,,,,,,,,,,,
1/2/2012 11:00,201201021100,88.90,001,02.69,001,02.20,001,02.53,001,79.70,001,74.28,001,00.00,001,00.00,001,972.00,001,971.26,001,213.83,001,04.19,001,,,,,,,,,,,,,,,,,,
1/2/2012 11:30,201201021130,62.48,001,02.66,001,02.16,001,02.55,001,80.55,001,74.82,001,00.00,001,00.00,001,972.00,001,971.32,001,215.55,001,04.32,001,,,,,,,,,,,,,,,,,,
1/2/2012 12:00,201201021200,115.15,001,02.95,001,02.47,001,02.81,001,78.90,001,73.48,001,00.00,001,00.00,001,972.00,001,971.18,001,218.09,001,04.49,001,,,,,,,,,,,,,,,,,,
1/2/2012 12:30,201201021230,107.10,001,03.03,001,02.55,001,02.89,001,78.00,001,72.59,001,00.00,001,00.00,001,972.00,001,970.93,001,215.26,001,04.63,001,,,,,,,,,,,,,,,,,,
1/2/2012 13:00,201201021300,128.05,001,03.33,001,02.86,001,03.15,001,77.45,001,72.21,001,00.00,001,00.00,001,972.00,001,970.85,001,224.74,001,04.18,001,,,,,,,,,,,,,,,,,,
1/2/2012 13:30,201201021330,120.75,001,03.43,001,02.96,001,03.25,001,75.65,001,70.65,001,00.00,001,00.00,001,972.00,001,970.99,001,222.02,001,05.20,001,,,,,,,,,,,,,,,,,,
1/2/2012 14:00,201201021400,120.30,001,03.53,001,03.06,001,03.38,001,75.35,001,70.17,001,00.00,001,00.00,001,972.00,001,971.25,001,217.83,001,05.18,001,,,,,,,,,,,,,,,,,,
1/2/2012 14:30,201201021430,26.25,001,03.27,001,02.77,001,03.20,001,76.05,001,70.46,001,00.00,001,00.00,001,972.00,001,971.25,001,220.37,001,04.85,001,,,,,,,,,,,,,,,,,,
1/2/2012 15:00,201201021500,20.37,001,02.96,001,02.40,001,02.89,001,80.70,001,74.78,001,00.00,001,00.07,001,972.00,001,971.43,001,216.98,001,04.24,001,,,,,,,,,,,,,,,,,,
1/2/2012 15:30,201201021530,11.47,001,03.16,001,02.66,001,03.05,001,78.90,001,73.38,001,00.00,001,00.01,001,972.00,001,971.71,001,213.68,001,04.37,001,,,,,,,,,,,,,,,,,,
1/2/2012 16:00,201201021600,00.02,003,02.97,001,02.44,001,02.88,001,82.25,001,76.37,001,00.00,001,00.04,001,972.50,001,971.81,001,214.80,001,05.18,001,,,,,,,,,,,,,,,,,,
1/2/2012 16:30,201201021630,00.02,003,03.22,001,02.73,001,03.13,001,79.45,001,73.82,001,00.00,001,00.00,001,973.00,001,972.06,001,213.40,001,04.92,001,,,,,,,,,,,,,,,,,,
1/2/2012 17:00,201201021700,00.02,003,03.18,001,02.68,001,03.14,001,79.45,001,73.63,001,00.25,001,00.14,001,973.00,001,972.40,001,213.30,001,05.17,001,,,,,,,,,,,,,,,,,,
1/2/2012 17:30,201201021730,00.02,003,02.61,001,02.07,001,02.54,001,86.30,001,80.02,001,00.25,001,00.09,001,973.00,001,972.58,001,216.33,001,04.33,001,,,,,,,,,,,,,,,,,,
1/2/2012 18:00,201201021800,00.02,003,02.85,001,02.29,001,02.77,001,85.45,001,79.42,001,00.00,001,00.01,001,973.00,001,972.58,001,213.75,001,04.41,001,,,,,,,,,,,,,,,,,,
1/2/2012 18:30,201201021830,00.02,003,02.30,001,01.76,001,02.22,001,90.80,001,84.48,001,00.25,001,00.10,001,974.00,001,972.96,001,210.74,001,04.63,001,,,,,,,,,,,,,,,,,,
1/2/2012 19:00,201201021900,00.02,003,02.67,001,02.14,001,02.55,001,88.15,001,82.34,001,00.25,001,00.09,001,974.00,001,972.88,001,218.05,001,03.99,001,,,,,,,,,,,,,,,,,,
1/2/2012 19:30,201201021930,00.02,003,03.00,001,02.46,001,02.88,001,84.30,001,78.76,001,00.25,001,00.04,001,974.00,001,972.94,001,217.68,001,04.08,001,,,,,,,,,,,,,,,,,,
1/2/2012 20:00,201201022000,00.02,003,03.21,001,02.67,001,03.10,001,81.90,001,76.46,001,00.00,001,00.00,001,973.50,001,972.89,001,217.49,001,04.17,001,,,,,,,,,,,,,,,,,,
1/2/2012 20:30,201201022030,00.02,003,03.26,001,02.71,001,03.16,001,81.70,001,76.13,001,00.00,001,00.03,001,973.00,001,972.74,001,212.98,001,04.25,001,,,,,,,,,,,,,,,,,,
1/2/2012 21:00,201201022100,00.02,003,03.56,001,03.05,001,03.43,001,79.40,001,74.16,001,00.00,001,00.00,001,973.00,001,972.64,001,212.29,001,05.03,001,,,,,,,,,,,,,,,,,,
1/2/2012 21:30,201201022130,00.02,003,03.64,001,03.14,001,03.56,001,79.55,001,74.02,001,00.00,001,00.00,001,973.00,001,972.69,001,212.14,001,04.71,001,,,,,,,,,,,,,,,,,,
1/2/2012 22:00,201201022200,00.02,003,03.72,001,03.23,001,03.64,001,79.25,001,73.77,001,00.00,001,00.00,001,973.00,001,972.53,001,209.24,001,04.96,001,,,,,,,,,,,,,,,,,,
1/2/2012 22:30,201201022230,00.02,003,03.83,001,03.35,001,03.76,001,79.60,001,74.06,001,00.00,001,00.00,001,973.00,001,972.08,001,208.98,001,05.41,001,,,,,,,,,,,,,,,,,,
1/2/2012 23:00,201201022300,00.02,003,03.87,001,03.39,001,03.80,001,80.70,001,75.15,001,00.00,001,00.00,001,972.00,001,971.38,001,208.72,001,05.39,001,,,,,,,,,,,,,,,,,,
1/2/2012 23:30,201201022330,00.02,003,04.02,001,03.53,001,03.91,001,80.20,001,74.76,001,00.00,001,00.00,001,972.00,001,971.06,001,210.15,001,04.92,001,,,,,,,,,,,,,,,,,,
1/3/2012 0:00,201201030000,00.02,003,04.23,001,03.74,001,04.12,001,79.65,001,74.46,001,00.00,001,00.00,001,971.00,001,970.39,001,212.98,001,03.73,001,,,,,,,,,,,,,,,,,,
1/3/2012 0:30,201201030030,00.02,003,04.63,001,04.15,001,04.53,001,79.75,001,74.51,001,00.00,001,00.00,001,970.00,001,969.36,001,205.88,001,05.36,001,,,,,,,,,,,,,,,,,,
1/3/2012 1:00,201201030100,00.02,003,04.84,001,04.36,001,04.73,001,78.60,001,73.54,001,00.00,001,00.00,001,968.50,001,968.06,001,205.96,001,04.77,001,,,,,,,,,,,,,,,,,,
1/3/2012 1:30,201201030130,00.02,003,05.01,001,04.50,001,04.91,001,79.35,001,74.19,001,00.00,001,00.00,001,967.50,001,966.86,001,207.85,001,04.46,001,,,,,,,,,,,,,,,,,,
1/3/2012 2:00,201201030200,00.02,003,04.76,001,04.23,001,04.69,001,82.95,001,77.32,001,00.00,001,00.02,001,965.50,001,965.13,001,197.80,001,03.54,001,,,,,,,,,,,,,,,,,,
1/3/2012 2:30,201201030230,00.02,003,04.31,001,03.73,001,04.22,001,87.95,001,82.27,001,00.50,001,00.26,001,963.50,001,963.11,001,185.97,001,02.92,001,,,,,,,,,,,,,,,,,,
1/3/2012 3:00,201201030300,00.02,003,03.68,001,03.00,001,03.64,001,90.55,001,84.57,001,01.00,001,01.22,001,961.50,001,961.12,001,188.41,001,03.39,001,,,,,,,,,,,,,,,,,,
1/3/2012 3:30,201201030330,00.02,003,02.92,001,02.28,001,02.87,001,92.40,001,86.11,001,00.75,001,00.40,001,959.50,001,958.50,001,172.18,001,02.93,001,,,,,,,,,,,,,,,,,,
1/3/2012 4:00,201201030400,00.02,003,02.48,001,01.86,001,02.37,001,92.75,001,86.71,001,00.50,001,00.49,001,957.50,001,956.43,001,180.61,001,03.08,001,,,,,,,,,,,,,,,,,,
1/3/2012 4:30,201201030430,00.02,003,02.62,001,02.03,001,02.53,001,91.80,001,85.85,001,01.00,001,00.96,001,955.00,001,954.30,001,203.52,001,04.66,001,,,,,,,,,,,,,,,,,,
1/3/2012 5:00,201201030500,00.02,003,03.19,001,02.57,001,03.06,001,92.40,001,86.82,001,00.75,001,00.75,001,952.50,001,952.00,001,215.14,001,03.82,001,,,,,,,,,,,,,,,,,,
1/3/2012 5:30,201201030530,00.02,003,04.53,001,04.01,001,04.34,001,91.40,001,86.67,001,00.25,001,00.20,001,950.50,001,949.89,001,211.27,001,04.25,001,,,,,,,,,,,,,,,,,,
1/3/2012 6:00,201201030600,00.02,003,05.79,001,05.31,001,05.58,001,93.65,001,89.04,001,00.25,001,00.09,001,948.50,001,948.17,001,209.25,001,04.08,001,,,,,,,,,,,,,,,,,,
1/3/2012 6:30,201201030630,00.02,003,08.62,001,08.16,001,08.34,001,92.90,001,89.11,001,00.50,001,00.30,001,947.50,001,946.77,001,212.81,001,04.55,001,,,,,,,,,,,,,,,,,,
1/3/2012 7:00,201201030700,00.02,003,10.20,001,09.70,001,10.07,001,75.55,001,71.54,001,00.00,001,00.08,001,946.00,001,945.64,001,223.25,001,06.04,001,,,,,,,,,,,,,,,,,,
1/3/2012 7:30,201201030730,00.02,003,08.33,001,07.82,001,08.38,001,67.76,001,62.88,001,00.00,001,00.22,001,946.00,001,945.42,001,224.01,001,08.23,001,,,,,,,,,,,,,,,,,,
1/3/2012 8:00,201201030800,00.02,003,06.52,001,05.98,001,06.51,001,75.40,001,69.97,001,00.00,001,00.35,001,945.50,001,944.68,001,225.36,001,07.03,001,,,,,,,,,,,,,,,,,,
1/3/2012 8:30,201201030830,00.02,003,05.90,001,05.37,001,05.84,001,77.40,001,72.57,001,00.25,001,00.72,001,944.50,001,943.71,001,226.53,001,08.28,001,,,,,,,,,,,,,,,,,,
1/3/2012 9:00,201201030900,03.59,001,06.15,001,05.69,001,06.05,001,71.04,001,66.76,001,00.25,001,00.97,001,944.00,001,942.79,001,232.19,001,09.18,001,,,,,,,,,,,,,,,,,,
1/3/2012 9:30,201201030930,14.40,001,05.94,001,05.49,001,05.89,001,70.56,001,66.17,001,00.75,001,01.21,001,945.00,001,943.94,001,241.07,001,09.95,001,,,,,,,,,,,,,,,,,,
1/3/2012 10:00,201201031000,46.14,001,05.88,001,05.43,001,05.80,001,72.45,001,68.01,001,,010,01.03,001,946.50,001,945.73,001,243.41,001,09.29,001,,,,,,,,,,,,,,,,,,
1/3/2012 10:30,201201031030,75.76,001,05.91,001,05.45,001,05.82,001,72.05,001,67.42,001,,010,00.25,001,948.50,001,947.97,001,248.22,001,07.07,001,,,,,,,,,,,,,,,,,,
1/3/2012 11:00,201201031100,108.05,001,05.77,001,05.30,001,05.65,001,72.95,001,68.27,001,,010,00.18,001,950.50,001,949.73,001,256.93,001,06.29,001,,,,,,,,,,,,,,,,,,
1/3/2012 11:30,201201031130,101.45,001,05.71,001,05.25,001,05.59,001,72.65,001,67.99,001,,010,00.06,001,952.50,001,951.57,001,249.45,001,05.88,001,,,,,,,,,,,,,,,,,,
1/3/2012 12:00,201201031200,157.15,001,05.64,001,05.18,001,05.49,001,75.55,001,70.74,001,,010,00.03,001,953.50,001,952.87,001,244.30,001,05.87,001,,,,,,,,,,,,,,,,,,
1/3/2012 12:30,201201031230,150.90,001,05.50,001,05.03,001,05.42,001,76.25,001,71.26,001,,010,00.01,001,955.00,001,954.23,001,241.47,001,05.49,001,,,,,,,,,,,,,,,,,,
1/3/2012 13:00,201201031300,80.65,001,04.27,001,03.74,001,04.30,001,81.45,001,75.16,001,,010,00.08,001,956.00,001,955.38,001,245.98,001,05.57,001,,,,,,,,,,,,,,,,,,
1/3/2012 13:30,201201031330,54.71,001,03.15,001,02.60,001,03.13,001,88.05,001,81.68,001,,010,00.72,001,957.00,001,956.20,001,256.62,001,04.71,001,,,,,,,,,,,,,,,,,,
1/3/2012 14:00,201201031400,35.22,001,02.71,001,02.11,001,02.61,001,91.25,001,85.28,001,,010,01.20,001,957.50,001,956.94,001,247.21,001,04.47,001,,,,,,,,,,,,,,,,,,
1/3/2012 14:30,201201031430,35.86,001,03.08,001,02.55,001,02.96,001,89.85,001,84.39,001,,010,00.12,001,958.50,001,957.72,001,255.36,001,04.29,001,,,,,,,,,,,,,,,,,,
1/3/2012 15:00,201201031500,17.74,001,03.35,001,02.80,001,03.25,001,88.05,001,82.53,001,,010,00.02,001,959.50,001,958.90,001,256.21,001,04.55,001,,,,,,,,,,,,,,,,,,
1/3/2012 15:30,201201031530,12.40,001,02.91,001,02.34,001,02.86,001,89.65,001,83.59,001,,010,00.16,001,960.50,001,959.95,001,262.69,001,03.98,001,,,,,,,,,,,,,,,,,,
1/3/2012 16:00,201201031600,00.02,003,02.76,001,02.22,001,02.67,001,89.40,001,83.60,001,,010,00.16,001,961.50,001,961.03,001,264.83,001,03.89,001,,,,,,,,,,,,,,,,,,
1/3/2012 16:30,201201031630,00.02,003,02.57,001,02.02,001,02.49,001,90.00,001,83.96,001,,010,00.11,001,963.00,001,962.31,001,256.33,001,03.97,001,,,,,,,,,,,,,,,,,,
1/3/2012 17:00,201201031700,00.02,003,03.02,001,02.48,001,02.89,001,86.70,001,81.18,001,,010,00.00,001,964.00,001,963.32,001,250.68,001,04.28,001,,,,,,,,,,,,,,,,,,
1/3/2012 17:30,201201031730,00.02,003,03.42,001,02.85,001,03.31,001,81.85,001,76.58,001,,010,00.04,001,965.00,001,964.02,001,260.10,001,04.02,001,,,,,,,,,,,,,,,,,,
1/3/2012 18:00,201201031800,00.02,003,03.41,001,02.82,001,03.32,001,82.40,001,76.91,001,,010,00.05,001,965.50,001,964.75,001,261.44,001,03.70,001,,,,,,,,,,,,,,,,,,
1/3/2012 18:30,201201031830,00.02,003,03.40,001,02.84,001,03.24,001,81.55,001,76.48,001,,010,00.00,001,966.00,001,965.36,001,260.44,001,03.41,001,,,,,,,,,,,,,,,,,,
1/3/2012 19:00,201201031900,00.02,003,03.51,001,02.93,001,03.40,001,81.30,001,75.93,001,,010,00.01,001,967.00,001,966.19,001,269.04,001,03.19,001,,,,,,,,,,,,,,,,,,
1/3/2012 19:30,201201031930,00.02,003,03.08,001,02.51,001,02.99,001,84.50,001,78.73,001,,010,00.00,001,968.00,001,967.09,001,256.25,001,03.52,001,,,,,,,,,,,,,,,,,,
1/3/2012 20:00,201201032000,00.02,003,02.86,001,02.32,001,02.72,001,85.80,001,80.29,001,,010,00.00,001,968.50,001,967.75,001,270.99,001,02.88,001,,,,,,,,,,,,,,,,,,
1/3/2012 20:30,201201032030,00.02,003,03.25,001,02.73,001,03.12,001,84.20,001,78.80,001,,010,00.00,001,969.50,001,968.84,001,266.17,001,03.07,001,,,,,,,,,,,,,,,,,,
1/3/2012 21:00,201201032100,00.02,003,03.20,001,02.66,001,03.10,001,84.75,001,79.12,001,,010,00.00,001,971.00,001,970.01,001,275.54,001,02.75,001,,,,,,,,,,,,,,,,,,
1/3/2012 21:30,201201032130,00.02,003,03.10,001,02.54,001,02.97,001,86.50,001,80.93,001,,010,00.00,001,971.50,001,970.85,001,293.78,001,02.19,001,,,,,,,,,,,,,,,,,,
1/3/2012 22:00,201201032200,00.02,003,02.81,001,02.24,001,02.72,001,89.00,001,83.09,001,,010,00.00,001,972.50,001,971.87,001,287.40,001,02.27,001,,,,,,,,,,,,,,,,,,
1/3/2012 22:30,201201032230,00.02,003,02.64,001,02.06,001,02.50,001,88.10,001,82.45,001,,010,00.00,001,974.00,001,973.17,001,287.24,001,02.19,001,,,,,,,,,,,,,,,,,,
1/3/2012 23:00,201201032300,00.02,003,02.88,001,02.33,001,02.73,001,84.10,001,78.86,001,,010,00.00,001,975.00,001,973.96,001,269.44,001,02.50,001,,,,,,,,,,,,,,,,,,
1/3/2012 23:30,201201032330,00.02,003,02.81,001,02.25,001,02.65,001,83.15,001,77.77,001,,010,00.00,001,975.50,001,974.74,001,268.12,001,02.46,001,,,,,,,,,,,,,,,,,,
1/4/2012 0:00,201201040000,00.02,003,02.94,001,02.39,001,02.78,001,82.90,001,77.49,001,,010,00.00,001,976.00,001,975.35,001,253.63,001,03.14,001,,,,,,,,,,,,,,,,,,
1/4/2012 0:30,201201040030,00.02,003,03.10,001,02.57,001,02.95,001,83.15,001,77.87,001,,010,00.00,001,977.00,001,975.95,001,249.55,001,03.26,001,,,,,,,,,,,,,,,,,,
1/4/2012 1:00,201201040100,00.02,003,03.39,001,02.86,001,03.26,001,82.05,001,76.76,001,,010,00.00,001,977.00,001,976.49,001,251.94,001,03.62,001,,,,,,,,,,,,,,,,,,
1/4/2012 1:30,201201040130,00.02,003,03.27,001,02.73,001,03.15,001,81.45,001,76.01,001,,010,00.00,001,978.00,001,977.28,001,263.96,001,02.88,001,,,,,,,,,,,,,,,,,,
1/4/2012 2:00,201201040200,00.02,003,02.96,001,02.41,001,02.85,001,81.95,001,76.28,001,,010,00.00,001,979.00,001,978.30,001,264.32,001,02.89,001,,,,,,,,,,,,,,,,,,
1/4/2012 2:30,201201040230,00.02,003,03.19,001,02.65,001,03.02,001,80.60,001,75.43,001,,010,00.00,001,980.00,001,979.13,001,259.71,001,02.64,001,,,,,,,,,,,,,,,,,,
1/4/2012 3:00,201201040300,00.02,003,03.24,001,02.70,001,03.09,001,80.20,001,74.89,001,,010,00.00,001,980.50,001,979.65,001,256.65,001,02.94,001,,,,,,,,,,,,,,,,,,
1/4/2012 3:30,201201040330,00.02,003,03.16,001,02.62,001,03.01,001,80.65,001,75.30,001,,010,00.00,001,981.00,001,980.26,001,259.95,001,02.80,001,,,,,,,,,,,,,,,,,,
1/4/2012 4:00,201201040400,00.02,003,03.54,001,03.01,001,03.37,001,78.80,001,73.81,001,,010,00.00,001,981.00,001,980.44,001,258.18,001,02.68,001,,,,,,,,,,,,,,,,,,
1/4/2012 4:30,201201040430,00.02,003,03.83,001,03.30,001,03.68,001,78.70,001,73.66,001,,010,00.00,001,981.50,001,980.76,001,250.06,001,03.38,001,,,,,,,,,,,,,,,,,,
1/4/2012 5:00,201201040500,00.02,003,03.59,001,03.05,001,03.49,001,78.75,001,73.35,001,,010,00.00,001,982.00,001,980.91,001,258.63,001,03.08,001,,,,,,,,,,,,,,,,,,
1/4/2012 5:30,201201040530,00.02,003,03.38,001,02.85,001,03.29,001,79.50,001,73.97,001,,010,00.00,001,982.00,001,981.00,001,242.19,001,03.30,001,,,,,,,,,,,,,,,,,,
1/4/2012 6:00,201201040600,00.02,003,03.32,001,02.80,001,03.17,001,81.10,001,75.79,001,,010,00.00,001,982.00,001,981.08,001,251.33,001,03.54,001,,,,,,,,,,,,,,,,,,
1/4/2012 6:30,201201040630,00.02,003,03.65,001,03.12,001,03.52,001,78.25,001,73.12,001,,010,00.00,001,982.00,001,981.35,001,252.96,001,03.00,001,,,,,,,,,,,,,,,,,,
1/4/2012 7:00,201201040700,00.02,003,03.54,001,03.01,001,03.44,001,79.95,001,74.53,001,,010,00.00,001,982.00,001,981.39,001,255.89,001,03.25,001,,,,,,,,,,,,,,,,,,
1/4/2012 7:30,201201040730,00.02,003,03.41,001,02.88,001,03.27,001,84.10,001,78.65,001,,010,00.01,001,982.00,001,981.59,001,242.55,001,02.87,001,,,,,,,,,,,,,,,,,,
1/4/2012 8:00,201201040800,00.02,003,04.04,001,03.54,001,03.88,001,81.45,001,76.46,001,,010,00.00,001,982.00,001,981.56,001,241.18,001,03.71,001,,,,,,,,,,,,,,,,,,
1/4/2012 8:30,201201040830,00.02,003,04.50,001,03.99,001,04.35,001,80.25,001,75.29,001,,010,00.00,001,982.50,001,981.80,001,240.78,001,03.21,001,,,,,,,,,,,,,,,,,,
1/4/2012 9:00,201201040900,03.89,001,04.59,001,04.07,001,04.47,001,82.15,001,76.99,001,,010,00.00,001,982.00,001,981.34,001,237.17,001,03.66,001,,,,,,,,,,,,,,,,,,
1/4/2012 9:30,201201040930,13.67,001,04.34,001,03.79,001,04.23,001,86.65,001,81.22,001,,010,00.03,001,982.00,001,981.22,001,240.84,001,03.66,001,,,,,,,,,,,,,,,,,,
1/4/2012 10:00,201201041000,37.04,001,04.45,001,03.95,001,04.31,001,82.90,001,77.95,001,,010,00.00,001,981.00,001,980.47,001,239.42,001,04.28,001,,,,,,,,,,,,,,,,,,
1/4/2012 10:30,201201041030,39.47,001,04.68,001,04.19,001,04.57,001,83.45,001,78.26,001,,010,00.00,001,981.00,001,980.21,001,245.24,001,04.42,001,,,,,,,,,,,,,,,,,,
1/4/2012 11:00,201201041100,61.60,001,04.73,001,04.22,001,04.63,001,84.70,001,79.46,001,,010,00.04,001,980.50,001,979.59,001,247.94,001,04.15,001,,,,,,,,,,,,,,,,,,
1/4/2012 11:30,201201041130,64.09,001,04.90,001,04.41,001,04.75,001,84.70,001,79.79,001,,010,00.04,001,979.50,001,978.83,001,240.98,001,04.44,001,,,,,,,,,,,,,,,,,,
1/4/2012 12:00,201201041200,54.50,001,05.04,001,04.51,001,04.93,001,86.55,001,81.40,001,,010,00.15,001,979.00,001,978.36,001,240.76,001,03.96,001,,,,,,,,,,,,,,,,,,
1/4/2012 12:30,201201041230,51.21,001,05.12,001,04.60,001,04.99,001,86.45,001,81.46,001,00.25,001,00.28,001,978.00,001,977.44,001,240.09,001,04.97,001,,,,,,,,,,,,,,,,,,
1/4/2012 13:00,201201041300,40.62,001,05.12,001,04.59,001,05.00,001,86.90,001,81.88,001,00.25,001,00.59,001,977.50,001,976.74,001,235.51,001,04.70,001,,,,,,,,,,,,,,,,,,
1/4/2012 13:30,201201041330,36.13,001,04.97,001,04.43,001,04.86,001,87.95,001,82.66,001,00.50,001,00.38,001,976.50,001,975.67,001,228.77,001,04.09,001,,,,,,,,,,,,,,,,,,
1/4/2012 14:00,201201041400,27.73,001,05.05,001,04.50,001,04.91,001,88.40,001,83.43,001,00.75,001,00.67,001,975.50,001,974.80,001,234.00,001,04.50,001,,,,,,,,,,,,,,,,,,
1/4/2012 14:30,201201041430,21.38,001,05.19,001,04.63,001,05.09,001,86.75,001,81.84,001,00.25,001,00.77,001,974.50,001,973.87,001,238.49,001,04.92,001,,,,,,,,,,,,,,,,,,
1/4/2012 15:00,201201041500,14.46,001,05.10,001,04.54,001,05.01,001,86.35,001,81.27,001,00.50,001,00.55,001,973.50,001,973.03,001,240.70,001,04.85,001,,,,,,,,,,,,,,,,,,
1/4/2012 15:30,201201041530,06.50,001,04.88,001,04.30,001,04.79,001,87.50,001,82.33,001,00.50,001,00.63,001,972.50,001,971.87,001,234.69,001,04.81,001,,,,,,,,,,,,,,,,,,
1/4/2012 16:00,201201041600,00.02,003,04.72,001,04.14,001,04.65,001,88.35,001,82.95,001,01.00,001,01.36,001,971.50,001,971.01,001,232.97,001,04.81,001,,,,,,,,,,,,,,,,,,
1/4/2012 16:30,201201041630,00.02,003,04.68,001,04.06,001,04.58,001,88.80,001,83.53,001,01.25,001,01.60,001,970.50,001,969.94,001,231.52,001,05.00,001,,,,,,,,,,,,,,,,,,
1/4/2012 17:00,201201041700,00.02,003,04.71,001,04.07,001,04.62,001,89.00,001,83.80,001,01.75,001,02.69,001,969.50,001,968.47,001,229.66,001,05.37,001,,,,,,,,,,,,,,,,,,
1/4/2012 17:30,201201041730,00.02,003,04.86,001,04.26,001,04.75,001,89.90,001,84.77,001,01.00,001,01.68,001,967.00,001,966.10,001,222.10,001,05.83,001,,,,,,,,,,,,,,,,,,
1/4/2012 18:00,201201041800,00.02,003,05.61,001,05.01,001,05.49,001,89.70,001,85.00,001,00.50,001,01.62,001,965.50,001,965.06,001,225.00,001,05.54,001,,,,,,,,,,,,,,,,,,
1/4/2012 18:30,201201041830,00.02,003,06.47,001,05.89,001,06.34,001,88.90,001,84.29,001,00.50,001,00.67,001,964.00,001,963.48,001,222.83,001,05.70,001,,,,,,,,,,,,,,,,,,
1/4/2012 19:00,201201041900,00.02,003,06.99,001,06.40,001,06.88,001,89.30,001,84.68,001,00.50,001,00.41,001,963.50,001,962.42,001,226.27,001,05.79,001,,,,,,,,,,,,,,,,,,
1/4/2012 19:30,201201041930,00.02,003,07.50,001,06.91,001,07.38,001,89.75,001,85.18,001,00.75,001,01.30,001,962.00,001,961.25,001,234.16,001,05.31,001,,,,,,,,,,,,,,,,,,
1/4/2012 20:00,201201042000,00.02,003,07.98,001,07.35,001,07.86,001,88.90,001,84.26,001,01.50,001,02.22,001,960.50,001,959.88,001,232.72,001,06.46,001,,,,,,,,,,,,,,,,,,
1/4/2012 20:30,201201042030,00.02,003,08.46,001,07.86,001,08.37,001,86.60,001,81.89,001,00.25,001,01.00,001,960.00,001,959.44,001,246.67,001,06.13,001,,,,,,,,,,,,,,,,,,
1/4/2012 21:00,201201042100,00.02,003,08.01,001,07.34,001,07.99,001,86.00,001,80.79,001,01.00,001,01.01,001,960.50,001,960.02,001,271.19,001,05.10,001,,,,,,,,,,,,,,,,,,
1/4/2012 21:30,201201042130,00.02,003,07.28,001,06.64,001,07.22,001,83.70,001,78.77,001,00.25,001,00.13,001,961.50,001,960.87,001,302.09,001,03.95,001,,,,,,,,,,,,,,,,,,
1/4/2012 22:00,201201042200,00.02,003,06.64,001,06.00,001,06.57,001,85.80,001,80.83,001,00.25,001,00.24,001,962.00,001,961.06,001,299.75,001,03.66,001,,,,,,,,,,,,,,,,,,
1/4/2012 22:30,201201042230,00.02,003,05.94,001,05.30,001,05.86,001,82.25,001,77.32,001,00.00,001,00.00,001,962.50,001,961.78,001,273.42,001,03.03,001,,,,,,,,,,,,,,,,,,
1/4/2012 23:00,201201042300,00.02,003,05.93,001,05.30,001,05.78,001,80.55,001,76.11,001,00.00,001,00.00,001,963.00,001,962.55,001,284.83,001,03.07,001,,,,,,,,,,,,,,,,,,
1/4/2012 23:30,201201042330,00.02,003,05.50,001,04.81,001,05.48,001,81.50,001,76.33,001,00.75,001,00.73,001,964.00,001,963.15,001,302.50,001,03.82,001,,,,,,,,,,,,,,,,,,
1/5/2012 0:00,201201050000,00.02,003,04.56,001,03.88,001,04.42,001,82.80,001,77.85,001,00.00,001,00.00,001,964.00,001,963.35,001,264.96,001,02.33,001,,,,,,,,,,,,,,,,,,
